SAMPLE_ID,READ1_PATH_FASTQC_REPORT,FASTQC_VERSION,READ1_N_READS_SEQUENCED,READ1_SEQUENCING_READ_LENGTH,READ1_GC,READ1_PER_BASE_SEQUENCE_QUALITY,READ1_PER_TILE_SEQUENCE_QUALITY,READ1_PER_BASE_SEQUENCE_CONTENT,READ1_PER_SEQUENCE_GC_CONTENT,READ1_PER_BASE_N_CONTENT,READ1_SEQUENCE_DUPLICATION_LEVELS,READ1_DEDUPLICATED_PERCENTAGE,READ1_OVERREPRESENTED_SEQUENCES,READ1_ADAPTER_CONTENT,READ1_KMER_CONTENT,READ2_PATH_FASTQC_REPORT,READ2_N_READS_SEQUENCED,READ2_SEQUENCING_READ_LENGTH,READ2_GC,READ2_PER_BASE_SEQUENCE_QUALITY,READ2_PER_TILE_SEQUENCE_QUALITY,READ2_PER_BASE_SEQUENCE_CONTENT,READ2_PER_SEQUENCE_GC_CONTENT,READ2_PER_BASE_N_CONTENT,READ2_SEQUENCE_DUPLICATION_LEVELS,READ2_DEDUPLICATED_PERCENTAGE,READ2_OVERREPRESENTED_SEQUENCES,READ2_ADAPTER_CONTENT,READ2_KMER_CONTENT,READ1_READ_LENGTH,READ2_READ_LENGTH
b742f3789_85070db90,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_85070db90_read1_fastqc/fastqc_data.txt,0.11.2,66315268,,43,pass,pass,fail,pass,pass,pass,93.05536774080211,pass,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_85070db90_read2_fastqc/fastqc_data.txt,66315268,,43,pass,pass,fail,pass,pass,pass,94.21979999044733,warn,pass,fail,75,75
b742f3789_fecd0394c,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_fecd0394c_read1_fastqc/fastqc_data.txt,0.11.2,70204657,,43,pass,pass,fail,pass,pass,pass,93.42748656094918,warn,pass,fail,/users/project/4DGenome/sequencing/2016-03-24/fastqc/b742f3789_fecd0394c_read2_fastqc/fastqc_data.txt,70204657,,43,pass,pass,fail,pass,pass,pass,93.93030375485519,warn,pass,fail,75,75
bdc3a1e069_92b2943b1,/users/project/4DGenome/sequencing/*/fastqc/bdc3a1e069_92b2943b1*read1_fastqc/fastqc_data.txt,,,,,,,,,,,,,,,/users/project/4DGenome/sequencing/*/fastqc/bdc3a1e069_92b2943b1*read2_fastqc/fastqc_data.txt,,,,,,,,,,,,,,,
cedbf7bbd_a2cfb17c6,/users/project/4DGenome/sequencing/2015-12-11/fastqc/cedbf7bbd_a2cfb17c6_read1_fastqc/fastqc_data.txt,0.11.2,19368604,,44,pass,pass,fail,warn,pass,pass,93.9804387509254,fail,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/cedbf7bbd_a2cfb17c6_read2_fastqc/fastqc_data.txt,19368604,,44,pass,pass,fail,warn,pass,pass,95.11936370788221,warn,pass,fail,100,100
a6b51238d_a2cfb17c6,/users/project/4DGenome/sequencing/2015-12-11/fastqc/a6b51238d_a2cfb17c6_read1_fastqc/fastqc_data.txt,0.11.2,18199790,,44,pass,pass,fail,warn,pass,pass,92.95618987220661,fail,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/a6b51238d_a2cfb17c6_read2_fastqc/fastqc_data.txt,18199790,,44,pass,pass,fail,warn,pass,pass,93.75951710884736,warn,pass,fail,100,100
6ef597224_92b2943b1,/users/project/4DGenome/sequencing/2015-12-11/fastqc/6ef597224_92b2943b1_read1_fastqc/fastqc_data.txt,0.11.2,20240834,,44,pass,pass,warn,warn,pass,pass,94.42715289794194,fail,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/6ef597224_92b2943b1_read2_fastqc/fastqc_data.txt,20240834,,43,pass,pass,warn,warn,pass,pass,94.88757225665691,warn,pass,fail,100,100
ab7537068_92b2943b1,/users/project/4DGenome/sequencing/2015-12-11/fastqc/ab7537068_92b2943b1_read1_fastqc/fastqc_data.txt,0.11.2,20281372,,44,pass,pass,warn,warn,pass,pass,94.44587656862072,fail,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/ab7537068_92b2943b1_read2_fastqc/fastqc_data.txt,20281372,,44,pass,pass,warn,warn,pass,pass,95.28732144351773,warn,pass,fail,100,100
2d656cab7_1de577577,/users/project/4DGenome/sequencing/2015-12-11/fastqc/2d656cab7_1de577577_read1_fastqc/fastqc_data.txt,0.11.2,26450817,,41,pass,pass,warn,warn,pass,pass,96.10232347250604,pass,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/2d656cab7_1de577577_read2_fastqc/fastqc_data.txt,26450817,,41,pass,pass,warn,pass,pass,pass,95.78860202190495,pass,pass,fail,100,100
8b706b410_92b2943b1,/users/project/4DGenome/sequencing/2015-12-11/fastqc/8b706b410_92b2943b1_read1_fastqc/fastqc_data.txt,0.11.2,26934711,,44,pass,pass,warn,warn,pass,pass,94.400599708385,fail,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/8b706b410_92b2943b1_read2_fastqc/fastqc_data.txt,26934711,,43,pass,pass,warn,warn,pass,pass,95.30792227220901,warn,pass,fail,100,100
858b56753_886ff5097,/users/project/4DGenome/sequencing/2015-12-11/fastqc/858b56753_886ff5097_read1_fastqc/fastqc_data.txt,0.11.2,28648380,,42,pass,pass,fail,pass,pass,pass,90.01783301120406,warn,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/858b56753_886ff5097_read2_fastqc/fastqc_data.txt,28648380,,42,pass,pass,fail,warn,pass,pass,89.74788205453775,pass,pass,fail,100,100
b1913e6c1_92b2943b1,/users/project/4DGenome/sequencing/2015-12-11/fastqc/b1913e6c1_92b2943b1_read1_fastqc/fastqc_data.txt,0.11.2,29456555,,42,pass,pass,warn,warn,pass,pass,95.4006220882151,warn,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/b1913e6c1_92b2943b1_read2_fastqc/fastqc_data.txt,29456555,,42,pass,pass,warn,pass,pass,pass,95.44389268110254,warn,pass,fail,100,100
4369ff754_53fa618d2,/users/project/4DGenome/sequencing/2015-12-11/fastqc/4369ff754_53fa618d2_read1_fastqc/fastqc_data.txt,0.11.2,33045832,,42,pass,pass,warn,pass,pass,pass,92.38462255627604,warn,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/4369ff754_53fa618d2_read2_fastqc/fastqc_data.txt,33045832,,42,pass,pass,fail,pass,pass,pass,92.83481187323807,pass,pass,fail,100,100
dc3a1e069_92b2943b1,/users/project/4DGenome/sequencing/2015-12-11/fastqc/dc3a1e069_92b2943b1_read1_fastqc/fastqc_data.txt,0.11.2,29776755,,45,pass,pass,warn,warn,pass,pass,92.44918081965922,fail,pass,fail,/users/project/4DGenome/sequencing/2015-12-11/fastqc/dc3a1e069_92b2943b1_read2_fastqc/fastqc_data.txt,29776755,,44,pass,pass,warn,warn,pass,pass,93.40134376362207,warn,pass,fail,100,100
5733f3071_db4f304ee,/users/project/4DGenome/sequencing/2016-01-12/fastqc/5733f3071_db4f304ee_read1_fastqc/fastqc_data.txt,0.11.2,167115511,,42,pass,pass,fail,pass,pass,pass,85.15907281014461,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-12/fastqc/5733f3071_db4f304ee_read2_fastqc/fastqc_data.txt,167115511,,42,pass,pass,fail,pass,pass,pass,87.38814682448485,pass,pass,fail,76,76
a1e46328c_db4f304ee,/users/project/4DGenome/sequencing/2016-01-12/fastqc/a1e46328c_db4f304ee_read1_fastqc/fastqc_data.txt,0.11.2,173183426,,41,pass,pass,fail,pass,pass,pass,85.50861219997243,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-12/fastqc/a1e46328c_db4f304ee_read2_fastqc/fastqc_data.txt,173183426,,41,pass,pass,fail,pass,pass,pass,84.26945167613744,pass,pass,fail,76,76
b742f3789_5d8eb72e0,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_5d8eb72e0_read1_fastqc/fastqc_data.txt,0.11.2,60176395,,42,pass,warn,fail,pass,pass,pass,92.91813434836737,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_5d8eb72e0_read2_fastqc/fastqc_data.txt,60176395,,42,pass,pass,fail,pass,pass,pass,93.11455367093325,warn,pass,fail,76,76
b742f3789_d8fa94d88,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_d8fa94d88_read1_fastqc/fastqc_data.txt,0.11.2,64427386,,43,pass,warn,fail,pass,pass,pass,90.51640127638926,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_d8fa94d88_read2_fastqc/fastqc_data.txt,64427386,,43,pass,pass,fail,pass,pass,pass,91.40360739791757,warn,pass,fail,76,76
dc3a1e069_db4f304ee,/users/project/4DGenome/sequencing/2016-01-12/fastqc/dc3a1e069_db4f304ee_read1_fastqc/fastqc_data.txt,0.11.2,184974729,,42,pass,pass,fail,pass,pass,pass,85.66751607049507,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-12/fastqc/dc3a1e069_db4f304ee_read2_fastqc/fastqc_data.txt,184974729,,42,pass,pass,fail,pass,pass,pass,87.24286500939188,pass,pass,fail,76,76
eaed0e91e_db4f304ee,/users/project/4DGenome/sequencing/2016-01-12/fastqc/eaed0e91e_db4f304ee_read1_fastqc/fastqc_data.txt,0.11.2,186515841,,42,pass,pass,fail,pass,pass,pass,77.831611407606,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-12/fastqc/eaed0e91e_db4f304ee_read2_fastqc/fastqc_data.txt,186515841,,42,pass,pass,fail,pass,pass,pass,77.4838001438394,pass,pass,fail,76,76
a7c643d27_ee9a313ea,/users/project/4DGenome/sequencing/2016-01-18/fastqc/a7c643d27_ee9a313ea_read1_fastqc/fastqc_data.txt,0.11.2,62134776,,42,pass,warn,fail,pass,pass,pass,92.53460331863882,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-18/fastqc/a7c643d27_ee9a313ea_read2_fastqc/fastqc_data.txt,62134776,,43,pass,pass,fail,pass,pass,pass,92.81966482934007,warn,pass,fail,76,76
9a7c4a68d_db4f304ee,/users/project/4DGenome/sequencing/2016-01-12/fastqc/9a7c4a68d_db4f304ee_read1_fastqc/fastqc_data.txt,0.11.2,169116584,,43,pass,pass,fail,pass,pass,pass,83.36010322403725,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-12/fastqc/9a7c4a68d_db4f304ee_read2_fastqc/fastqc_data.txt,169116584,,43,pass,pass,fail,pass,pass,pass,84.87565357629677,pass,pass,fail,76,76
b7fa2d8db_81f53634a,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b7fa2d8db_81f53634a_read1_fastqc/fastqc_data.txt,0.11.2,66412863,,42,pass,warn,fail,pass,pass,pass,93.24383547824262,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b7fa2d8db_81f53634a_read2_fastqc/fastqc_data.txt,66412863,,43,pass,pass,fail,pass,pass,pass,92.96436135246653,warn,pass,fail,76,76
b1913e6c1_db4f304ee,/users/project/4DGenome/sequencing/2016-01-12/fastqc/b1913e6c1_db4f304ee_read1_fastqc/fastqc_data.txt,0.11.2,160428298,,42,pass,pass,fail,warn,pass,pass,85.15008300748606,pass,pass,fail,/users/project/4DGenome/sequencing/2016-01-12/fastqc/b1913e6c1_db4f304ee_read2_fastqc/fastqc_data.txt,160428298,,42,pass,pass,fail,warn,pass,pass,86.19758526558975,pass,pass,fail,76,76
b742f3789_1d0c2f955,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_1d0c2f955_read1_fastqc/fastqc_data.txt,0.11.2,62853134,,42,pass,warn,fail,pass,pass,pass,92.5812416703659,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_1d0c2f955_read2_fastqc/fastqc_data.txt,62853134,,43,pass,pass,fail,pass,pass,pass,93.32747734046272,warn,pass,fail,76,76
b742f3789_27ca98eae,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_27ca98eae_read1_fastqc/fastqc_data.txt,0.11.2,75946968,,42,pass,warn,fail,pass,pass,pass,91.85627682894257,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-18/fastqc/b742f3789_27ca98eae_read2_fastqc/fastqc_data.txt,75946968,,42,pass,pass,fail,pass,pass,pass,92.02298260949838,warn,pass,fail,76,76
e22e868a9_6bddf5c69,/users/project/4DGenome/sequencing/2016-04-09/fastqc/e22e868a9_6bddf5c69_read1_fastqc/fastqc_data.txt,0.11.2,27179403,,41,pass,pass,fail,pass,pass,pass,94.37047455014425,pass,pass,fail,/users/project/4DGenome/sequencing/2016-04-09/fastqc/e22e868a9_6bddf5c69_read2_fastqc/fastqc_data.txt,27179403,,41,pass,pass,warn,pass,pass,pass,94.94149843415785,pass,pass,fail,76,76
8d2ac542f_d222de8ea,/users/project/4DGenome/sequencing/2016-04-09/fastqc/8d2ac542f_d222de8ea_read1_fastqc/fastqc_data.txt,0.11.2,25817556,,41,pass,pass,warn,pass,pass,pass,88.91949323133633,pass,pass,warn,/users/project/4DGenome/sequencing/2016-04-09/fastqc/8d2ac542f_d222de8ea_read2_fastqc/fastqc_data.txt,25817556,,41,pass,pass,warn,pass,pass,pass,90.75535080974824,pass,pass,fail,76,76
e22e868a9_d222de8ea,/users/project/4DGenome/sequencing/2016-04-09/fastqc/e22e868a9_d222de8ea_read1_fastqc/fastqc_data.txt,0.11.2,31385282,,41,pass,pass,fail,pass,pass,pass,89.89494514051948,pass,pass,fail,/users/project/4DGenome/sequencing/2016-04-09/fastqc/e22e868a9_d222de8ea_read2_fastqc/fastqc_data.txt,31385282,,41,pass,pass,fail,pass,pass,pass,90.48291595628088,pass,pass,fail,76,76
e22e868a9_869faec68,/users/project/4DGenome/sequencing/2016-04-09/fastqc/e22e868a9_869faec68_read1_fastqc/fastqc_data.txt,0.11.2,43005883,,39,pass,pass,warn,pass,pass,pass,90.45747179714462,pass,pass,fail,/users/project/4DGenome/sequencing/2016-04-09/fastqc/e22e868a9_869faec68_read2_fastqc/fastqc_data.txt,43005883,,39,pass,pass,warn,pass,pass,pass,91.59431398488603,pass,pass,fail,76,76
b7fa2d8db_37c834894,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b7fa2d8db_37c834894_read1_fastqc/fastqc_data.txt,0.11.2,74231082,,43,pass,pass,fail,pass,pass,pass,89.53562689016458,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b7fa2d8db_37c834894_read2_fastqc/fastqc_data.txt,74231082,,44,pass,pass,fail,warn,pass,pass,89.36967626297982,fail,pass,fail,76,76
b742f3789_aae8c60b1,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_aae8c60b1_read1_fastqc/fastqc_data.txt,0.11.2,69082716,,43,pass,pass,fail,pass,pass,pass,89.64544688822535,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_aae8c60b1_read2_fastqc/fastqc_data.txt,69082716,,44,pass,pass,fail,warn,pass,pass,90.29096461111988,warn,pass,fail,76,76
b742f3789_9b235de67,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_9b235de67_read1_fastqc/fastqc_data.txt,0.11.2,73916923,,43,pass,pass,fail,pass,pass,pass,88.55630529446174,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_9b235de67_read2_fastqc/fastqc_data.txt,73916923,,44,pass,pass,fail,warn,pass,pass,89.0480880743244,fail,pass,fail,76,76
b742f3789_07f2a2a5c,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_07f2a2a5c_read1_fastqc/fastqc_data.txt,0.11.2,70942110,,43,pass,pass,fail,pass,pass,pass,86.64502131439335,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_07f2a2a5c_read2_fastqc/fastqc_data.txt,70942110,,43,pass,pass,fail,pass,pass,pass,88.49382818084112,warn,pass,fail,76,76
a7c643d27_f2fc3c273,/users/project/4DGenome/sequencing/2016-01-26/fastqc/a7c643d27_f2fc3c273_read1_fastqc/fastqc_data.txt,0.11.2,72380635,,43,pass,pass,fail,pass,pass,pass,89.10111680606553,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-26/fastqc/a7c643d27_f2fc3c273_read2_fastqc/fastqc_data.txt,72380635,,44,pass,pass,fail,warn,pass,pass,89.41316152941464,warn,pass,fail,76,76
b742f3789_c02e98c58,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_c02e98c58_read1_fastqc/fastqc_data.txt,0.11.2,82991080,,43,pass,pass,fail,pass,pass,pass,88.51081602686773,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-26/fastqc/b742f3789_c02e98c58_read2_fastqc/fastqc_data.txt,82991080,,44,pass,pass,fail,warn,pass,pass,89.08483809706082,warn,pass,fail,76,76
01acaf84f_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/01acaf84f_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,19882198,,42,pass,pass,fail,warn,pass,pass,76.09144848577479,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/01acaf84f_ac9f54f0a_read2_fastqc/fastqc_data.txt,19882198,,42,pass,pass,fail,warn,pass,pass,74.1047550371037,warn,pass,fail,76,76
9cecf0755_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/9cecf0755_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,22479440,,42,pass,pass,fail,pass,pass,pass,84.19035792940151,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/9cecf0755_ac9f54f0a_read2_fastqc/fastqc_data.txt,22479440,,42,pass,pass,fail,pass,pass,pass,83.80522678077557,warn,pass,fail,76,76
4369ff754_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/4369ff754_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,26661959,,41,pass,pass,fail,pass,pass,pass,88.97557671444939,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/4369ff754_ac9f54f0a_read2_fastqc/fastqc_data.txt,26661959,,41,pass,pass,fail,pass,pass,pass,89.8619652037197,warn,pass,fail,76,76
752cd3e86_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/752cd3e86_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,32406044,,41,pass,pass,fail,pass,pass,pass,83.37836664151435,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/752cd3e86_ac9f54f0a_read2_fastqc/fastqc_data.txt,32406044,,41,pass,pass,fail,pass,pass,pass,82.1806572638257,warn,pass,fail,76,76
286589cb2_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/286589cb2_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,34878821,,42,pass,pass,fail,pass,pass,pass,88.29593016339074,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/286589cb2_ac9f54f0a_read2_fastqc/fastqc_data.txt,34878821,,42,pass,pass,fail,pass,pass,pass,89.10666423215537,warn,pass,fail,76,76
8276ee842_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/8276ee842_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,33681853,,42,pass,pass,fail,pass,pass,pass,79.19281331125597,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/8276ee842_ac9f54f0a_read2_fastqc/fastqc_data.txt,33681853,,42,pass,pass,fail,pass,pass,pass,79.15457380108107,warn,pass,fail,76,76
cbf5146d5_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/cbf5146d5_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,38409664,,42,pass,pass,fail,pass,pass,pass,79.47805513592489,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/cbf5146d5_ac9f54f0a_read2_fastqc/fastqc_data.txt,38409664,,42,pass,pass,fail,pass,pass,pass,78.72379119228053,warn,pass,fail,76,76
ddee6ba41_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/ddee6ba41_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,36879017,,42,pass,pass,fail,pass,pass,pass,79.88244508800722,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/ddee6ba41_ac9f54f0a_read2_fastqc/fastqc_data.txt,36879017,,42,pass,pass,fail,pass,pass,pass,79.6407965049023,warn,pass,fail,76,76
248b851a9_ac9f54f0a,/users/project/4DGenome/sequencing/2016-01-28/fastqc/248b851a9_ac9f54f0a_read1_fastqc/fastqc_data.txt,0.11.2,38705361,,42,pass,pass,fail,pass,pass,pass,79.57224932677757,warn,pass,fail,/users/project/4DGenome/sequencing/2016-01-28/fastqc/248b851a9_ac9f54f0a_read2_fastqc/fastqc_data.txt,38705361,,42,pass,pass,fail,pass,pass,pass,78.72965682140189,warn,pass,fail,76,76
HIC010,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC010_read1_fastqc/fastqc_data.txt,0.11.2,55813939,,42,pass,pass,warn,warn,pass,pass,95.08469935560093,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC010_read2_fastqc/fastqc_data.txt,55813939,,42,pass,pass,warn,warn,pass,pass,95.043488253246,pass,pass,fail,101,101
HIC011,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC011_read1_fastqc/fastqc_data.txt,0.11.2,55817881,,41,pass,pass,warn,warn,pass,pass,95.38835592313475,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC011_read2_fastqc/fastqc_data.txt,55817881,,41,pass,pass,warn,warn,pass,pass,95.3220841488663,pass,pass,fail,101,101
HIC013,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC013_read1_fastqc/fastqc_data.txt,0.11.2,84913545,,48,pass,pass,warn,warn,pass,pass,89.66274325029543,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC013_read2_fastqc/fastqc_data.txt,84913545,,47,pass,pass,warn,pass,pass,pass,93.46489543922483,pass,pass,fail,101,101
HIC009,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC009_read1_fastqc/fastqc_data.txt,0.11.2,117634613,,43,pass,pass,warn,warn,pass,pass,92.84368712113015,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC009_read2_fastqc/fastqc_data.txt,117634613,,42,pass,pass,warn,warn,pass,pass,92.60962671839089,pass,pass,fail,101,101
HindIII_T0,/users/project/4DGenome/sequencing/2016-02-16/fastqc/HindIII_T0_read1_fastqc/fastqc_data.txt,0.11.2,86143671,,40,pass,,warn,warn,pass,pass,91.58998717640463,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-16/fastqc/HindIII_T0_read2_fastqc/fastqc_data.txt,86143671,,40,pass,,warn,pass,pass,pass,93.82015623215248,warn,pass,fail,50-54,50-54
HindIII_T60,/users/project/4DGenome/sequencing/2016-02-16/fastqc/HindIII_T60_read1_fastqc/fastqc_data.txt,0.11.2,88989132,,40,pass,,warn,warn,pass,pass,87.24135281740317,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-16/fastqc/HindIII_T60_read2_fastqc/fastqc_data.txt,88989132,,40,pass,,warn,warn,pass,pass,90.14015777281888,warn,pass,fail,50-54,50-54
HIC017,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC017_read1_fastqc/fastqc_data.txt,0.11.2,155717339,,42,pass,pass,warn,warn,pass,pass,90.54177322102456,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC017_read2_fastqc/fastqc_data.txt,155717339,,42,pass,pass,warn,warn,pass,pass,89.72786795448728,pass,pass,fail,101,101
HIC006,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC006_read1_fastqc/fastqc_data.txt,0.11.2,153771943,,41,pass,pass,warn,warn,pass,pass,93.19371568952387,warn,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC006_read2_fastqc/fastqc_data.txt,153771943,,42,pass,pass,warn,warn,pass,pass,93.279733770347,pass,pass,fail,101,101
HIC004,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC004_read1_fastqc/fastqc_data.txt,0.11.2,160649365,,41,pass,warn,warn,warn,fail,pass,96.18962577466526,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC004_read2_fastqc/fastqc_data.txt,160649365,,41,pass,pass,warn,warn,pass,pass,92.32796411377421,pass,pass,fail,101,101
2d656cab7_45234cdca,/users/project/4DGenome/sequencing/2016-02-04/fastqc/2d656cab7_45234cdca_read1_fastqc/fastqc_data.txt,0.11.2,145269840,,41,pass,pass,warn,pass,pass,pass,89.70691380178056,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-04/fastqc/2d656cab7_45234cdca_read2_fastqc/fastqc_data.txt,145269840,,41,pass,pass,warn,pass,pass,pass,89.86029778036325,pass,pass,fail,75,75
HIC015,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC015_read1_fastqc/fastqc_data.txt,0.11.2,174114347,,46,pass,pass,warn,warn,pass,pass,70.65272600647819,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC015_read2_fastqc/fastqc_data.txt,174114347,,47,pass,pass,warn,warn,pass,pass,73.95146097234098,pass,pass,fail,101,101
858b56753_529dc88f0,/users/project/4DGenome/sequencing/2016-02-04/fastqc/858b56753_529dc88f0_read1_fastqc/fastqc_data.txt,0.11.2,146979746,,42,pass,pass,fail,pass,pass,pass,75.37693547495266,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-04/fastqc/858b56753_529dc88f0_read2_fastqc/fastqc_data.txt,146979746,,42,pass,pass,fail,pass,pass,pass,75.41150844490109,pass,pass,fail,75,75
NcoI_T60,/users/project/4DGenome/sequencing/2016-02-16/fastqc/NcoI_T60_read1_fastqc/fastqc_data.txt,0.11.2,189531795,,46,pass,,warn,pass,pass,pass,76.59853152487791,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-16/fastqc/NcoI_T60_read2_fastqc/fastqc_data.txt,189531795,,46,pass,,warn,pass,pass,pass,78.95014930912592,pass,pass,fail,50,50
NcoI_T0,/users/project/4DGenome/sequencing/2016-02-16/fastqc/NcoI_T0_read1_fastqc/fastqc_data.txt,0.11.2,171303148,,46,pass,warn,warn,warn,pass,pass,77.79833216344045,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-16/fastqc/NcoI_T0_read2_fastqc/fastqc_data.txt,171303148,,46,pass,warn,warn,pass,pass,pass,80.04636343601553,pass,pass,fail,50,50
HIC007,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC007_read1_fastqc/fastqc_data.txt,0.11.2,182893710,,42,pass,pass,warn,warn,pass,pass,92.63153562757435,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC007_read2_fastqc/fastqc_data.txt,182893710,,42,pass,pass,warn,warn,pass,pass,92.461525437298,pass,pass,fail,101,101
HIC016,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC016_read1_fastqc/fastqc_data.txt,0.11.2,186171788,,46,pass,pass,warn,warn,pass,warn,65.81991108683026,pass,pass,fail,/users/project/4DGenome/sequencing/2016-02-02/fastqc/HIC016_read2_fastqc/fastqc_data.txt,186171788,,46,pass,warn,warn,warn,pass,warn,69.25376737537765,pass,pass,fail,101,101
